label,youtube_id,time_start,time_end,split
metal detecting,UHmgSXbE-C0,34,44,train
poaching eggs,UI3Hq3xBuKQ,29,39,train
letting go of balloon,UIo8riHWzZo,8,18,train
poaching eggs,UItGoncLTTw,243,253,train
shooting off fireworks,UIvrL-hDKEg,8,18,train
uncorking champagne,UIzVWdz_wf0,47,57,train
peeling banana,UJLt-m9oENI,89,99,train
spinning plates,UJhCFUs6Buc,0,10,train
playing shuffleboard,UJrf8k48v1U,9,19,train
playing road hockey,UKAOQADzNBQ,0,10,train
dyeing eyebrows,UKGVLind6Qc,215,225,train
poaching eggs,UKJKSMGcrkc,40,50,train
ski ballet,UKQjvZq1r1M,11,21,train
swimming with sharks,UKd6M68652E,0,10,train
coloring in,UKrE_0VJdMI,0,10,train
picking blueberries,ULX00An3cKY,49,59,train
pouring wine,UMIeVn4I6mE,0,10,train
sausage making,UMO50SDG6-g,38,48,train
curling eyelashes,UMYRILqtMDM,62,72,train
mixing colours,UNfbj0sfePQ,0,10,train
filling eyebrows,UORvN0-BdQw,60,70,train
pouring wine,UOv0X-cQ8G8,0,10,train
pulling rope (game),UOyq-LJ4PV0,0,10,train
poaching eggs,UPFKDRzpGrQ,0,10,train
picking blueberries,UPZ6Xkvip9c,163,173,train
coloring in,UQB3OLRLwcM,0,10,train
cutting cake,URAxxZN79LQ,58,68,train
steer roping,URJ8GbtZ4fs,6,16,train
playing piccolo,URVI_t9j1d0,217,227,train
putting wallpaper on wall,URYg36aVmLA,0,10,train
shoot dance,US9dH-epA_w,17,27,train
jumping sofa,USLIzKWaupU,0,10,train
pulling rope (game),USnEln6ojeo,0,10,train
waxing armpits,UTUVZ96QgNs,500,510,train
surveying,UTd5gKxHFD0,0,10,train
herding cattle,UTj0OxgyjxM,0,10,train
base jumping,UTpeKLz9a-E,0,10,train
pulling rope (game),UTy14QQrqi8,0,10,train
playing road hockey,UU-uS5EAkA4,156,166,train
testifying,UUYKDYRVsAU,0,10,train
tossing salad,UUdtdVyQcEE,119,129,train
playing mahjong,UVIW7a4Bc8E,408,418,train
base jumping,UVSmHUIncC0,0,10,train
using atm,UVTQbjSzggQ,118,128,train
scrapbooking,UVft9F-oVOc,45,55,train
milking goat,UVzgwboTmqs,0,10,train
shoot dance,UW7xWDT3eyU,0,10,train
brushing floor,UWN3TdAz8jg,232,242,train
opening coconuts,UWxQB5Bd-II,28,38,train
scrubbing face,UWyyh8No3Uw,220,230,train
twiddling fingers,UX9xxxRHvQo,42,52,train
letting go of balloon,UXYLCEPao-Q,56,66,train
baby waking up,UXjAvhy1pdY,0,10,train
vacuuming car,UXk1hNNp9Rg,0,10,train
putting wallpaper on wall,UXtIdqpyLjU,21,31,train
twiddling fingers,UYD3snTvqHE,56,66,train
ski ballet,UYVnpJNy__E,14,24,train
doing sudoku,UZ6o31RB5ho,96,106,train
pulling rope (game),UZenoEB4Tn8,16,26,train
saluting,U_L9d3PqhvA,4,14,train
playing rounders,U_npwKEgokQ,0,10,train
playing rounders,UaAtsaZAc5I,0,10,train
brushing floor,UaBJYhr1B1E,324,334,train
steer roping,UaS2Y9RxYz8,0,10,train
vacuuming car,UaqsuJeiLPU,0,10,train
filling eyebrows,UazAB7mzMig,0,10,train
squeezing orange,Ub2eRw_H0MM,0,10,train
jumping sofa,UbM-1A8o4fA,49,59,train
mixing colours,UbSYlv-qQNE,88,98,train
twiddling fingers,UcHeNy-DtuA,0,10,train
decoupage,UcighL0_8Wg,28,38,train
adjusting glasses,UcjAkdwIKkA,7,17,train
steering car,UdFD5iXtuDk,0,10,train
playing blackjack,UdWReV5AK7g,239,249,train
pulling espresso shot,UdcEAw4A9YM,225,235,train
making slime,Ue92Ts5BWZc,83,93,train
stacking dice,UfDpuH74_ew,67,77,train
curling eyelashes,UfJaILVCmtw,0,10,train
jumping sofa,UfqV3ySIkxY,5,15,train
shoot dance,UfqnAcb4ers,9,19,train
playing shuffleboard,UfrUVkx-cTU,1,11,train
jumping sofa,UftVPAyfJkM,27,37,train
dealing cards,UgD4QwYbvus,71,81,train
answering questions,UgINhbpOzYI,153,163,train
pulling espresso shot,UgJYYtU4Mjk,0,10,train
poaching eggs,Ug_uWQ6hr30,136,146,train
entering church,UgrtVOT9I2Y,42,52,train
pulling rope (game),UhxEM25a4dQ,0,10,train
uncorking champagne,Ui6241EatL0,57,67,train
photobombing,UiEAzBgpuyM,0,10,train
pouring milk,Uickkov6rF8,0,10,train
steering car,UjFOGPcHBsE,0,10,train
decoupage,UjZ3QwP6vuk,308,318,train
putting on shoes,Ujub3Ifk9f0,0,10,train
scrapbooking,UkIhQeYm2Sg,26,36,train
steering car,Ukq_xvP0vT8,0,10,train
doing sudoku,Ul2UCRKApAA,652,662,train
shooting off fireworks,UlGmMFPTKHA,0,10,train
uncorking champagne,UlgCpQWIxMs,40,50,train
decoupage,Um45SB5wCmw,550,560,train
pulling rope (game),Um92p8WaJCM,26,36,train
steering car,UmGwxMi4dOg,0,10,train
peeling banana,UmQQWlcoFO0,42,52,train
adjusting glasses,UmrZS6wyMy0,65,75,train
playing shuffleboard,UnB-0Mi3WTo,14,24,train
steering car,UoEt5q5xlTc,17,27,train
waxing armpits,UoRUrVHFCIo,160,170,train
doing sudoku,UoaAPIVDOL4,135,145,train
adjusting glasses,UowfpUjDyeI,150,160,train
calculating,Up21ed3t3g8,113,123,train
filling cake,UpB7DqsMYiQ,0,10,train
cutting orange,UpZwnaB7F8g,0,10,train
baby waking up,UqnGgID9olM,0,10,train
filling cake,UqsOb2Ow_iE,143,153,train
vacuuming car,Uqx130QhjQk,0,10,train
bending back,UrOu94TrP_4,7,17,train
pulling rope (game),UrR7JDgIsjY,0,10,train
filling cake,Us85i5ZAMFQ,556,566,train
uncorking champagne,UsF15lYNMSM,0,10,train
brushing floor,UsR47ND6LxY,0,10,train
uncorking champagne,UsSDP5KvoF8,0,10,train
capsizing,UsjVUOlBcws,0,10,train
playing shuffleboard,UsqtoFegUko,4,14,train
letting go of balloon,UsuLNNC6YJI,113,123,train
waxing armpits,UsxG0ApcjRU,108,118,train
scrubbing face,Ut4VmlGxirQ,53,63,train
decoupage,UtgkHg9QhHg,202,212,train
waxing armpits,UtqRxy7B1Dk,0,10,train
cutting cake,Uu7Rf-SK9Vs,4,14,train
photobombing,UuUexKI2zGM,0,10,train
poaching eggs,Uu_HoCkBwuA,14,24,train
pouring wine,Uuc9ROJerOU,220,230,train
surveying,Uue81pkf4RU,311,321,train
peeling banana,UumkIinyNNY,0,10,train
taking photo,Uv1j5oxr5p0,0,10,train
playing road hockey,Uv51snlvi2U,19,29,train
applying cream,UvFuUYXpl_c,216,226,train
twiddling fingers,UvaaTADjGFs,151,161,train
swimming with sharks,Uvff59MqrNg,144,154,train
taking photo,Uw3poeOR5Y4,103,113,train
swimming with sharks,Uw6Kl8901ys,769,779,train
filling cake,UwU_nYAO3Z4,48,58,train
square dancing,UwbmYyk3EkY,0,10,train
waxing armpits,Uwcc0zBVPVE,173,183,train
pulling rope (game),Uwm72diSLg4,14,24,train
cutting cake,Ux1Zy-aoeqk,0,10,train
curling eyelashes,UxXG0U8ZL40,0,10,train
opening coconuts,UxanGcTXTxA,41,51,train
playing piccolo,UxelDIxy2J0,61,71,train
closing door,UxfuB6pwbnA,0,10,train
sucking lolly,UxjYg4SN22Y,112,122,train
carving marble,UzDzM5exctk,54,64,train
pulling rope (game),UzMDntA_cnE,0,10,train
ski ballet,UzSS8rznYfc,123,133,train
testifying,UzUzTYME4dg,50,60,train
saluting,UzfcSqQEbF4,4,14,train
poaching eggs,UztFm7BzqAM,17,27,train
vacuuming car,V-D4bmwko7c,16,26,train
playing road hockey,V-dw20NU6G4,41,51,train
pulling rope (game),V-fbDsCeIIU,0,10,train
uncorking champagne,V01o3D9gC94,22,32,train
pulling rope (game),V05SlS1P0GQ,0,10,train
filling eyebrows,V0Fhm8yBswo,22,32,train
cutting cake,V0NEMGq1JVk,149,159,train
playing rounders,V0azi1yv_S8,0,10,train
looking in mirror,V1682WWJjcE,6,16,train
shredding paper,V1CT-gfx7Js,13,23,train
putting wallpaper on wall,V1EYjKrtgzk,40,50,train
chiseling wood,V1HpigytTRU,30,40,train
swimming with sharks,V1gYVuCo0is,91,101,train
carrying weight,V1xuXeEcQVI,0,10,train
pulling rope (game),V23VSp4IbWE,0,10,train
laying decking,V2J-I5qHI9Q,103,113,train
playing with trains,V2XlkDqqqsg,141,151,train
listening with headphones,V3WXGjIie1w,4,14,train
cutting cake,V3XKvNp4FB0,0,10,train
testifying,V3ef07y7aa8,48,58,train
mixing colours,V3f10A8zkEw,0,10,train
polishing furniture,V3oPHGdxqJk,53,63,train
brushing floor,V4FiMVwjXYs,0,10,train
skiing mono,V4QQp0QWcMk,18,28,train
saluting,V4e7n2-8Kns,21,31,train
carving marble,V4w7tIO5G8o,0,10,train
playing road hockey,V5IJ-0Tm9XM,96,106,train
steer roping,V5Z7ZpKExms,4,14,train
playing mahjong,V5hZXWHY55c,1154,1164,train
swimming with sharks,V6DrI2g5mEA,0,10,train
poaching eggs,V6GfRbVXKxs,138,148,train
playing rounders,V6XDeFxmgvg,0,10,train
listening with headphones,V75X35qksCg,53,63,train
surveying,V7IGqXOaVes,90,100,train
stacking dice,V7R-iKBx748,0,10,train
squeezing orange,V7xkKNz0pKA,526,536,train
pouring milk,V82FqO0tXMY,0,10,train
jumping sofa,V82aLttWSsc,0,10,train
gospel singing in church,V83nRpXECzw,0,10,train
pouring milk,V89hiQ63edw,0,10,train
steering car,V8Dj77zhLMQ,128,138,train
pouring wine,V8OI04woKHQ,9,19,train
waxing armpits,V9GLn0pf_sE,0,10,train
making slime,V9yZ0EyciOc,0,10,train
saluting,VA8abFdhLxU,0,10,train
curling eyelashes,VAKMgndYgb4,258,268,train
playing nose flute,VAS8Bgh-mzw,0,10,train
brushing floor,VB26JfoMkdg,0,10,train
opening coconuts,VBcaVdYkZTk,139,149,train
gospel singing in church,VCCH59UyD0g,254,264,train
decoupage,VDPtCwTRUCk,165,175,train
saluting,VDRVcQrxVVM,0,10,train
opening coconuts,VDVTXikc2wQ,0,10,train
playing shuffleboard,VDbZSqX8E5c,0,10,train
taking photo,VE-ORHwEy1k,102,112,train
playing mahjong,VE8SogquCCc,2813,2823,train
waxing armpits,VES4lN2iDm4,86,96,train
twiddling fingers,VF4L6g28QfE,0,10,train
decoupage,VFZhGqu4GSI,441,451,train
stacking dice,VFvb21xLKtw,55,65,train
mixing colours,VG62jGeXB7A,68,78,train
scrapbooking,VGsVP9liNL4,133,143,train
pulling rope (game),VHU6AS1UJJk,0,10,train
looking in mirror,VHw0ygthkLU,0,10,train
putting on sari,VIMVF_o6WpU,110,120,train
entering church,VIQ1W04gqPQ,0,10,train
squeezing orange,VIaVSwwutKQ,95,105,train
jumping sofa,VIxbhkfioP4,0,10,train
tossing salad,VJ1qfut-x3k,41,51,train
curling eyelashes,VJLPw4o2O8o,21,31,train
pouring wine,VJb6osO3dTs,0,10,train
opening coconuts,VJtCg6DLFrw,0,10,train
spinning plates,VKAitkKYFng,84,94,train
base jumping,VKJj4y7Hbec,0,10,train
twiddling fingers,VLpXB353Qzo,0,10,train
cutting cake,VMDFGz57A0A,10,20,train
opening coconuts,VMI22TnGxiM,86,96,train
opening coconuts,VMMJrFC2N0s,55,65,train
pouring milk,VMONZC82xY0,0,10,train
sieving,VMa0mPTfuKk,97,107,train
playing road hockey,VNDPmJk7EWg,0,10,train
baby waking up,VOm5SB0Tvco,0,10,train
eating nachos,VOp1PWZiLH4,624,634,train
home roasting coffee,VP1hwmJA6PY,0,10,train
stacking dice,VQTEPK92XHA,58,68,train
listening with headphones,VQaZr_5ml_s,1,11,train
sausage making,VQdToFwUiTQ,0,10,train
mixing colours,VQqSvLPS4ww,3044,3054,train
opening coconuts,VQsj_gTSguo,13,23,train
filling eyebrows,VQyhWsP1Xqc,729,739,train
steering car,VR_DCOa2z4Y,0,10,train
shoot dance,VRakVgcIJnQ,54,64,train
steer roping,VSFOhcccaSg,11,21,train
pulling rope (game),VSp5KZflYEA,0,10,train
pulling espresso shot,VTAXvpvXqww,104,114,train
playing mahjong,VTLhNQSlnq4,727,737,train
shooting off fireworks,VTOT8-E2-Ek,8,18,train
skiing mono,VTXdyT0N4Mk,0,10,train
ski ballet,VTcfUfQoGn8,35,45,train
curling eyelashes,VTkFDOWhzX4,83,93,train
coloring in,VToitRFXDeU,57,67,train
ski ballet,VToq_sOnBGw,0,10,train
playing piccolo,VUQ3F0q9jqc,121,131,train
waxing armpits,VU_Ez7E5ftc,13,23,train
steer roping,VUvmhMVbCrM,131,141,train
letting go of balloon,VV9qE-AjtoE,0,10,train
laying decking,VVaU8LPMBSs,81,91,train
shoot dance,VVacwOwk9p0,0,10,train
opening coconuts,VVvybtyqBr0,0,10,train
scrapbooking,VWtgQ6KDrf4,147,157,train
listening with headphones,VX1Z5K9-tKc,114,124,train
taking photo,VXGsfmNGmx8,135,145,train
seasoning food,VXnMmUJe5JM,325,335,train
doing laundry,VYTjxiRcez0,1,11,train
swimming with sharks,VYctvQNxfo4,11,21,train
calculating,VYqMLJV6XXU,171,181,train
combing hair,VZXJpmMi75g,136,146,train
being in zero gravity,VZdaiuQmFRk,139,149,train
playing shuffleboard,VZq0cfUiDY0,9,19,train
base jumping,V_8mX4e6dOk,184,194,train
saluting,V_zvcsWUXuw,29,39,train
playing with trains,VaPn3e2EKJE,159,169,train
filling cake,Vakrbn2R7Cw,494,504,train
swimming with sharks,Vb7QYoPJqi0,0,10,train
playing mahjong,Vbo-ErFga-0,0,10,train
doing sudoku,VcXlYPg-Izc,40,50,train
twiddling fingers,Vck89-XEDj4,559,569,train
decoupage,Vd3Z5Ban6T4,220,230,train
delivering mail,VdCxGHbAVXY,1,11,train
scrubbing face,VdLIa1Sf8ug,0,10,train
looking in mirror,VdYxJLiDtFo,14,24,train
coloring in,VdaSUHau_lM,41,51,train
entering church,Vdg4YylXutY,0,10,train
letting go of balloon,VdjjHqtVvfU,11,21,train
seasoning food,VdncHbR6-yk,0,10,train
blending fruit,Vdwn72h-g6s,77,87,train
scrubbing face,Vdznkm4bndQ,318,328,train
tiptoeing,VeBxQ8F2QOI,0,10,train
looking in mirror,VeMd0WTtk4k,0,10,train
sausage making,Veh5gQL_lY4,30,40,train
uncorking champagne,Vf0E7vLHkXE,35,45,train
laying decking,VfMZTcj1Giw,83,93,train
blending fruit,VfT0z0Ix_tE,2,12,train
treating wood,VfWk680nfy0,20,30,train
letting go of balloon,Vfmt_9vDFko,0,10,train
looking at phone,VgGRAhnAVu4,0,10,train
looking in mirror,VgLqJi3SNcw,0,10,train
milking goat,VhaDzc5nZ8U,0,10,train
ice swimming,Vhcg-faNzgw,32,42,train
seasoning food,Vht9dHhyX-o,497,507,train
calculating,VhwJVIiudSw,624,634,train
cutting cake,ViJtqUaaEV8,46,56,train
filling eyebrows,ViZ5UFEPVPQ,0,10,train
carving marble,Vj9HT9WCB9c,0,10,train
ski ballet,VjCoKcL47Qc,15,25,train
filling cake,VjDyhNOE6_A,0,10,train
vacuuming car,VjkbOAg-PX4,63,73,train
adjusting glasses,Vjvc0dmlip0,253,263,train
doing sudoku,Vk1A3if4eMk,51,61,train
scrubbing face,VkLrgZhbK0I,0,10,train
picking blueberries,VkOkQiwzQiE,0,10,train
assembling bicycle,VkOpUaD_8Rg,41,51,train
doing sudoku,VkcBoL-aAmY,949,959,train
pulling rope (game),Vl4YeAOLCKA,34,44,train
steering car,Vm4eIdH6rPQ,35,45,train
closing door,VmU0imCaDFI,0,10,train
combing hair,Vmw_CHH9BB4,230,240,train
opening coconuts,Vn1qmpJrMdE,0,10,train
brushing floor,VnELZKWtAVs,0,10,train
playing with trains,VnEj80WL3ns,0,10,train
vacuuming car,Vn_8oIPGxww,11,21,train
chasing,Vo9fBjdq25Q,100,110,train
putting on sari,VoQvxBIgY-c,120,130,train
seasoning food,VouVYL0x7jQ,55,65,train
scrubbing face,Vp4DVGULy_Q,336,346,train
playing rounders,VpN-BgIrYDU,0,10,train
seasoning food,VpUL5wUS-2k,134,144,train
cutting cake,VpeyoFaXt0Q,126,136,train
pouring wine,VqCI-6vbc9s,13,23,train
playing road hockey,VqGA8P0Sn-8,116,126,train
pouring milk,VqYKlteZ9qg,15,25,train
steering car,VqeLqmwHhdw,0,10,train
pouring milk,VrZFc3PQGY0,0,10,train
letting go of balloon,Vrdrag0g3m8,0,10,train
scrubbing face,VrwMj12rskI,12,22,train
pouring milk,VsQ2oyULaP0,0,10,train
scrubbing face,VsqrT48wigs,264,274,train
swimming with sharks,VsugU_fP5hA,0,10,train
stacking dice,VtIbwOYRi5s,0,10,train
fixing bicycle,Vv5PFsqbhOw,632,642,train
coloring in,VwIYR-UeWw4,32,42,train
pulling rope (game),VwTpHc7tjHw,15,25,train
swimming with sharks,VwgI0QiXFDE,19,29,train
peeling banana,VxBzbFR7zS8,84,94,train
pulling rope (game),VxdH33oT_K8,29,39,train
curling eyelashes,VxrmTF7yYNE,0,10,train
pulling rope (game),VxuEGDAyf3w,0,10,train
filling eyebrows,VyKljMgPr9g,9,19,train
picking blueberries,VyfcplG9qbo,0,10,train
coloring in,Vzfq1sg6GH8,88,98,train
brushing floor,W-5aZB4d79Q,0,10,train
closing door,W-AVyaRyonw,29,39,train
brushing floor,W-Fs4zta2Js,137,147,train
pulling rope (game),W-yCHYnduQ8,0,10,train
cutting orange,W07efFmBkk0,0,10,train
sausage making,W0CRdC5gh8c,0,10,train
card stacking,W0bUg-1dOTM,78,88,train
changing gear in car,W10grBDZTV8,198,208,train
swimming with sharks,W1DtNiGTCC8,0,10,train
delivering mail,W1KLXsZOxqI,133,143,train
ice swimming,W1SppMC1XVE,0,10,train
coloring in,W2CIfUtZOLM,99,109,train
jumping sofa,W2OFhr5PnOA,10,20,train
putting on sari,W2Qv3FNAPLo,139,149,train
blending fruit,W2gao5jWiKk,0,10,train
answering questions,W2moJcz1bqw,74,84,train
looking in mirror,W3MYWwwouOo,6,16,train
putting on shoes,W3cB7-xTkI4,0,10,train
brushing floor,W4BTOa0Gjwo,11,21,train
laying decking,W4HdSN4pRgc,32,42,train
playing road hockey,W4JZxqI5SDY,10,20,train
dyeing eyebrows,W55-NGdHYEg,15,25,train
curling eyelashes,W57AUySTCgM,131,141,train
base jumping,W5g_xV2I6Jk,0,10,train
passing American football (in game),W6eLP_oQs9k,14,24,train
chasing,W6pn5O0rf-E,36,46,train
eating nachos,W7-9ZM0M-dk,187,197,train
applying cream,W7fdCnXsPNU,155,165,train
stacking dice,W88cliWgXDo,252,262,train
saluting,W8C4bBRbq3g,32,42,train
playing road hockey,W8IXlhwXQC0,0,10,train
testifying,W90PxlpYuOg,1681,1691,train
pulling rope (game),W91XMxh_gPQ,0,10,train
mixing colours,W9Le8ST8NGs,31,41,train
pulling rope (game),WAItG1YQrWU,8,18,train
passing American football (in game),WAtR6i61t7w,17,27,train
polishing furniture,WB4I36KU21I,149,159,train
stacking dice,WCToYJlKpcc,28,38,train
opening coconuts,WCcH5224QNc,0,10,train
steer roping,WDKXMVwV0KY,0,10,train
shoot dance,WDNfOFPEPPE,0,10,train
petting horse,WDUBy06zzoU,0,10,train
scrubbing face,WDVw4zD0nfk,84,94,train
sausage making,WDWU8dd1Ntw,274,284,train
sausage making,WEIdPGPPdWg,87,97,train
opening coconuts,WFUmXabCY0M,53,63,train
pulling espresso shot,WFYag4sgXCY,31,41,train
springboard diving,WGAca9pvQm0,13,23,train
playing nose flute,WGu9_KjhhEY,8,18,train
photobombing,WH62J4ZoWjg,0,10,train
laying decking,WHeDNhcO_Oc,564,574,train
mixing colours,WHeyB3FwGzg,604,614,train
mixing colours,WHtYA_hmVbU,11,21,train
listening with headphones,WIJ4g8Uck4w,11,21,train
twiddling fingers,WIRhkPHsFp0,5,15,train
playing blackjack,WJ6YBbXYW4Q,200,210,train
steer roping,WJvelgjfEww,0,10,train
swimming with sharks,WKSL2KxIgFg,116,126,train
putting on sari,WLdkfsO10Ns,86,96,train
curling eyelashes,WLgU6fyTMJs,275,285,train
brushing floor,WM6CMj7-jdw,17,27,train
brushing floor,WMFKwHL6Amw,91,101,train
playing road hockey,WN4mTD8-qHQ,71,81,train
entering church,WNEc9Mzj45U,0,10,train
steer roping,WNG912-o-Mw,0,10,train
playing road hockey,WNQDZ51_D_A,0,10,train
playing with trains,WNS7qJobiFo,6,16,train
scrapbooking,WNdxsXHlUaQ,295,305,train
looking in mirror,WNn3b9e7glg,12,22,train
tossing salad,WNok-zYNgvM,125,135,train
jumping sofa,WOYXxfMNCsE,22,32,train
playing rounders,WObzCoX7AlY,77,87,train
passing American football (in game),WOrhxuYbh1Y,30,40,train
shoot dance,WPb9mJ85ZhU,84,94,train
photobombing,WPyF8nvsWxQ,46,56,train
steer roping,WPyTwGRkuBA,0,10,train
sucking lolly,WQ4SBqsCotY,53,63,train
poaching eggs,WR4gEkPqAwU,0,10,train
sieving,WS86IqVCZZY,138,148,train
picking blueberries,WS905xABkq0,0,10,train
brushing floor,WTDTuzVZIEs,125,135,train
waxing armpits,WTHlTJ0xjwo,0,10,train
calculating,WTHm7ZS2uns,184,194,train
doing sudoku,WTdLYFsy__c,198,208,train
playing piccolo,WUBtaa56x_s,304,314,train
spinning plates,WUt7B2ZM1x0,41,51,train
stacking dice,WVpfElc15TA,0,10,train
ski ballet,WVy4-FXoVHY,205,215,train
coloring in,WW0RyEPIxNQ,42,52,train
swimming with sharks,WWKorA2T-EE,51,61,train
steer roping,WX9Dx2xUusg,77,87,train
playing piccolo,WXHykEhqZd4,0,10,train
shooting off fireworks,WXO3nxC3MWo,0,10,train
scrapbooking,WXjLp2SeyrI,252,262,train
saluting,WXqZsvt9Gn0,56,66,train
jumping sofa,WXuYl-LBiG0,16,26,train
capsizing,WYf2g1vOkOE,120,130,train
steer roping,WYkKypAtR9w,606,616,train
closing door,WYsRDH-dyAQ,1742,1752,train
swimming with sharks,WZ6BTkyytKg,39,49,train
listening with headphones,WZRoXqa2qRE,184,194,train
steer roping,WZZ9nMdK5BQ,0,10,train
calculating,W_6lG0vc22g,101,111,train
opening coconuts,W_Qz-aYPinI,0,10,train
pouring wine,W_XXfpZc7nE,10,20,train
tossing salad,W_bH2NPD3OM,17,27,train
playing mahjong,W_k3jZgPNgg,369,379,train
using atm,W_zYGAOYTHs,31,41,train
scrapbooking,WaAfaEC4xgc,105,115,train
decoupage,WaaL2kIyyV0,2523,2533,train
poaching eggs,WbUqyVQy27o,9,19,train
spinning plates,Wbc5QDybLc0,138,148,train
scrubbing face,WbhY8yulEHo,38,48,train
scrapbooking,Wbkaf1X_DKM,51,61,train
decoupage,Wbxk5JuwcJM,351,361,train
curling eyelashes,WcE4yuLtg5o,21,31,train
pouring wine,WcTrcG9EAF4,20,30,train
listening with headphones,WcfPUupy-kw,105,115,train
brushing floor,WdSF2uSaRjY,80,90,train
opening coconuts,Wedo7cMSH50,26,36,train
steering car,Weh5TBVm1as,450,460,train
opening coconuts,Werp_Kch4DA,12,22,train
petting horse,Wf2VIN6rFqg,152,162,train
baby waking up,WfMFZ5xOXi8,0,10,train
playing rounders,WfSrmlOw7_g,0,10,train
pulling espresso shot,WfhszeLt40k,9,19,train
filling eyebrows,WfsBb1U-N2w,241,251,train
carving marble,WgV7L-ozCMY,0,10,train
shopping,Wgk_X9PBxFk,754,764,train
steering car,WguXdNC3lE8,0,10,train
curling eyelashes,WhKAPPde7Yk,200,210,train
polishing furniture,WhZ9XGUtggw,0,10,train
playing rounders,WhZY5N7XraU,3,13,train
coloring in,WhvDGH_EM84,193,203,train
waxing armpits,WhyEcXa5TDg,0,10,train
stacking dice,WiHbcI3eeJk,0,10,train
cutting orange,Widn87p8rFE,0,10,train
vacuuming car,WiwVEZOJnX0,299,309,train
shoot dance,Wj2UdoP1gfc,0,10,train
stacking dice,Wj9z5OKHENw,291,301,train
gospel singing in church,WjKMsq2bSd8,167,177,train
pulling rope (game),Wjr3GJ6RFAU,19,29,train
squeezing orange,WjxUVCehaV0,10,20,train
filling cake,WjzQzfehm00,42,52,train
filling eyebrows,WjzzmX7CRVs,182,192,train
applying cream,Wk5b5tKXruI,0,10,train
applying cream,WkQFpi89AhE,127,137,train
filling eyebrows,WliRyWKtQoQ,313,323,train
delivering mail,WmO_42rpnvI,0,10,train
eating nachos,Wn1IdnLyX3E,204,214,train
filling eyebrows,WnLyFX1H7h0,248,258,train
treating wood,WnkNV1pOTwA,0,10,train
pouring wine,WnlUF_YUL9o,0,10,train
pouring wine,Wo14tzAIiCA,0,10,train
jumping sofa,WoHdMLCfiG4,310,320,train
tossing salad,WoUnBNzxvC0,199,209,train
cutting orange,Wo_mfPxo4mQ,59,69,train
looking in mirror,WostjFoXGWI,0,10,train
gospel singing in church,Wpn5zS9nOKM,196,206,train
filling cake,Wq2y9GVKtdA,147,157,train
steer roping,WqpNvUGNPkw,0,10,train
pulling espresso shot,Wqz2haJq2u4,9,19,train
listening with headphones,Wrip89YYZeM,127,137,train
milking goat,Wrn0eKLVyrY,27,37,train
twiddling fingers,WrryTwzVy6E,85,95,train
sausage making,Wsd4viyGMMc,643,653,train
spinning plates,Wt4U2I494-w,18,28,train
delivering mail,WtJdpMG79iE,0,10,train
spinning plates,WtShrZtujkw,165,175,train
pouring wine,Wtin9atlzYE,0,10,train
pouring wine,Wv4Al2L6eL0,101,111,train
scrubbing face,WvE5x28w-uM,150,160,train
opening coconuts,WvWJEHRCAC0,0,10,train
poaching eggs,WvdLw9NzgEo,35,45,train
steering car,WvzmeMwOW30,0,10,train
dealing cards,Wws7yAhJ95I,36,46,train
steering car,WwwJNKB8-i8,249,259,train
fixing bicycle,WxP7FiwEZiI,0,10,train
baby waking up,Wxbdofp5BZg,0,10,train
saluting,WxdSmZEHdqY,0,10,train
calculating,WxkcEykHw1A,58,68,train
pouring wine,Wxp1ny81aWQ,69,79,train
brushing floor,WxqamV6qMKo,154,164,train
filling cake,WyHxvCP5YYM,24,34,train
shoot dance,WyZG54KXEGE,3,13,train
pulling rope (game),WzEUd3aEuKU,0,10,train
filling eyebrows,WzPtwVGZMxU,0,10,train
tasting wine,WzSbNXJPPyw,40,50,train
decoupage,WzUPMoGJgNE,1460,1470,train
squeezing orange,WzcoyENYl6A,354,364,train
treating wood,X-By5YmxT8w,122,132,train
closing door,X-GP60cRnAQ,0,10,train
polishing furniture,X-vdRFlEPZo,33,43,train
steering car,X04h_IX4YrU,61,71,train
filling eyebrows,X0OqTGU4e9A,50,60,train
tossing salad,X13ykCYzGlw,45,55,train
waxing armpits,X16v6atjeXY,0,10,train
playing mahjong,X184AGUDj1g,45,55,train
closing door,X18gqADa4kk,44,54,train
seasoning food,X19vYMKpw4A,322,332,train
polishing furniture,X1DdU5iW0eo,40,50,train
scrapbooking,X1ZLVs_nwec,677,687,train
sausage making,X23MXoigBm8,33,43,train
stacking dice,X2BoKYEyE_c,0,10,train
dyeing eyebrows,X2NvAU_d150,158,168,train
playing rounders,X2UKOTumlSY,40,50,train
swimming with dolphins,X2gHBC3gOWs,0,10,train
brushing floor,X2oKXLdIAhU,0,10,train
making slime,X2votEloZUs,168,178,train
carving marble,X2weZ3NrLuk,0,10,train
playing mahjong,X3Fq3UKaAPQ,180,190,train
playing rounders,X3HQRYpnfTE,61,71,train
sucking lolly,X3Mia4IxcNs,0,10,train
picking apples,X4G0sUHV_9M,75,85,train
pouring wine,X4igui0ci24,0,10,train
stacking dice,X5eXI8HvIZc,0,10,train
home roasting coffee,X6o8w2mrrj8,130,140,train
stacking dice,X7egL-nmPD4,118,128,train
squeezing orange,X83KBq4pkwo,139,149,train
playing piccolo,X87t9cOXbYE,8,18,train
playing road hockey,X88TzJ1ymDw,695,705,train
